name,created,description,formats
LeipzigGiesst gegossene Liter Jahresstatistik 2022,2024-04-04 05:27:57.929422,"Gegossene Liter pro Straßenbaum, wie sie durch die Nutzer in app.LeipzigGiesst.de eingetragen wurden, aufsummiert im Zeitraum von 1. März 2022 bis 30. September 2022. Es werden die Daten des Baumkatasters für die Identifikation des jeweiligen Baums verwendet (aber auch Baum-Daten von OpenStreetMap.org)",CSV
LeipzigGiesst gegossene Liter Jahresstatistik 2021,2022-11-22 09:36:14.715937,"Gegossene Liter pro Straßenbaum, wie sie durch die Nutzer in app.LeipzigGiesst.de eingetragen wurden, aufsummiert im Zeitraum von 1. März 2021 bis 30. September 2021. Es werden die Daten des Baumkatasters für die Identifikation des jeweiligen Baums verwendet (aber auch Baum-Daten von OpenStreetMap.org)",CSV
Energie- und CO2-Bilanz 2011 der Stadt Leipzig,2015-02-12 11:57:41.776616,Daten zur Energie- und CO2-Bilanz Leipzig,ODS
Gästebetten,2022-06-15 12:10:28.148099,Gästebetten zum 31.07. und jährliche Kapazitätsauslastung in der Stadt Leipzig,CSV
Landschaftsschutzgebiete der Stadt Leipzig,2015-02-10 16:27:30.465600,"Dieser Datensatz beschreibt die Grenzen der Landschaftsschutzgebiete innerhalb der Stadtgrenzen Leipzigs. Grenzverläufe, die über die Stadtgrenze hinaus gehen sind an dieser ""abgeschnitten"".  Weitere Informationen können bei dem entsprechenden Landkreis bzw. dem LfULG eingeholt werden.","DBF, PRJ, SHP, SHX"
"Firmen (WZ 2003) (Jahreszahlen, kleinräumig)",2023-09-26 12:20:16.251427,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zu den Unternehmen der Industrie- und Handelskammer nach Wirtschaftszweigen.,"CSV, JSON"
"Gebäudebestand (Jahreszahlen, kleinräumig)",2023-09-26 12:20:10.981219,Kleinräumige Daten zum Gebäudebestand nach Baualter in den Ortsteilen und Stadtbezirken.,"CSV, JSON"
"Einzelhandel (Jahreszahlen, kleinräumig)",2024-03-02 15:06:41.247530,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zu den Einzelhandelsunternehmen nach Warengruppen.,"CSV, JSON"
"Grundsicherung für Arbeitssuchende (SGB II) (Jahreszahlen, kleinräumig)",2024-03-02 15:06:40.521140,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zu Leistungsempfängern (Grundsicherung für Arbeitssuchende),"CSV, JSON"
"Wohnberechtigte Einwohner nach Familienstand (Jahreszahlen, kleinräumig)",2023-09-26 12:20:13.505782,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zum Familienstand der wohnberechtigten Bevölkerung.,"CSV, JSON"
"Einwohner nach Alter (Jahreszahlen, kleinräumig)",2023-09-26 12:20:15.025816,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zur Altersstruktur der Leipziger Bevölkerung (Alterskennziffern).,"CSV, JSON"
"Wanderungen (unrevidiert) (Jahreszahlen, kleinräumig)",2024-03-02 15:06:39.326709,"Kleinräumige Wanderungsdaten auf Ortsteil- und Stadtbezirksebene, darunter innerstädtitsche und außerstädtische Zu- und Wegzüge.","CSV, JSON"
"Kindertagesstätten (Angemeldete Kinder) (Jahreszahlen, kleinräumig)",2023-09-26 12:20:12.872699,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene in Kindertagesbetreuung,"CSV, JSON"
"Wohnberechtigte Einwohner nach Alter (Jahreszahlen, kleinräumig)",2023-09-26 12:20:13.331157,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zur Altersstruktur der wohnberechtigten Bevölkerung (Alterskennziffern).,"CSV, JSON"
"Wohnungsbestand (Jahreszahlen, kleinräumig)",2023-09-26 12:20:15.475642,Kleinräumige Daten zum Wohnungsbestand in den Ortsteilen und Stadtbezirken.,"CSV, JSON"
"Baufertigstellungen (Jahreszahlen, kleinräumig)",2023-09-26 12:20:02.843410,Kleinräumige Daten zu Baufertigstellungen von Gebäude und Wohnungen in den Ortsteilen und Stadtbezirken.,"CSV, JSON"
"Personenhaushalte (Jahreszahlen, kleinräumig)",2023-09-26 12:20:14.830141,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zur Haushaltestruktur der Leipziger Bevölkerung.,"CSV, JSON"
"Wohnberechtigte Einwohner (Jahreszahlen, kleinräumig)",2023-09-26 12:20:16.661671,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zur wohnberechtigten Bevölkerung (Einwohner mit Haupt- und Nebenwohnsitz) nach Geschlecht und Staatsangehörigkeit.,"CSV, JSON"
"Einwohner nach Familienstand (Jahreszahlen, kleinräumig)",2023-09-26 12:20:12.690447,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zum Familienstand der Leipziger Bevölkerung,"CSV, JSON"
Geodaten der Ortsteile der Stadt Leipzig,2017-12-15 10:13:18.251058,Dieser Datensatz enthält geographische Koordinaten (ETRS89) für die Ebene der Ortsteile der kommunalen Gebietsgliederung der Stadt Leipzig.,"GEOJSON, SHP"
Geodaten der Stadtbezirke der Stadt Leipzig,2023-09-29 19:10:53.298905,Dieser Datensatz enthält geographische Koordinaten (ETRS89) für die Ebene der Stadtbezirke der kommunalen Gebietsgliederung der Stadt Leipzig.,"GEOJSON, SHP"
Geodaten der Statistischen Bezirke der Stadt Leipzig,2023-09-29 19:18:53.248225,Dieser Datensatz enthält geographische Koordinaten (ETRS89) für die Ebene der Statistischen Bezirke der kommunalen Gebietsgliederung der Stadt Leipzig.,"GEOJSON, SHP"
"Flächennutzung (Jahreszahlen, kleinräumig)",2023-09-26 12:20:11.893127,"Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zur Flächennutzung, darunter Gebäude- und Freifläche, Wohnbaufläche, Industrie- und Gebwerbefläche, Verkehrsfläche, Landwirtschaftsfläche, Erholungsfläche, Waldfläche und Wasserfläche.","CSV, JSON"
"Firmen (WZ 2008) (Jahreszahlen, kleinräumig)",2023-09-26 12:20:17.445784,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zu den Unternehmen der Industrie- und Handelskammer nach Wirtschaftszweigen.,"CSV, JSON"
"Geborene und Gestorbene (Jahreszahlen, kleinräumig)",2023-09-26 12:20:15.260436,Kleinräumige Daten zu den Geborenen und Gestorbenen in den Ortsteilen und Stadtbezirken.,"CSV, JSON"
"Handwerksbetriebe (Jahreszahlen, kleinräumig)",2023-09-26 12:20:16.469089,Kleinräumige Daten auf Ortsteil- und Stadtbezirksebene zu den Handwerksbetrieben nach Gebwerbegruppen.,"CSV, JSON"
"Wanderungen (Melderegisterdaten, unrevidiert) (Quartalszahlen)",2023-09-26 12:19:58.129693,Daten zu den Zuzügen und Fortzügen von und nach der Stadt Leipzig nach Geschlecht und Staatsangehörigkeit.,"CSV, JSON"
Einschulungen und Nichteinschulungen (Jahreszahlen),2023-09-26 12:19:46.398656,Daten zu Einschlungen und Nichteinschulungen an Leipziger Grund- und Förderschulen.,"CSV, JSON"
Wohnungslose - Statistik nach dem WoBerichtsG (Jahreszahlen),2023-09-26 12:19:43.592194,Wohnungslosenstatistik nach dem Wohnungslosenberichterstattungsgesetz (WoBerichtsG),"CSV, JSON"
Wohnungsnotfälle (Jahreszahlen),2023-09-26 12:19:43.090686,Daten zu abgeschlossenen Wohnungsnotfällen des Sozialdienstes Wohnungsnotfallhilfe.,"CSV, JSON"
Haushalte mit Wohnberechtigungsschein  (Jahreszahlen),2023-09-26 12:19:42.447867,,"CSV, JSON"
Bevölkerungsvorausschätzung (Jahreszahlen),2023-09-26 12:19:37.897291,Daten aus der Bevölkerungsvorausberechnung,"CSV, JSON"
Einsatz von Haushaltsmitteln (Jahreszahlen),2023-09-26 12:19:36.811816,"Daten aus der Kommunalen Bürgerumfrage zum gewünschten Einsatz der Haushaltsmittel in den Bereichen Schulen und Kindertagesstätten, Staßenbau und -sanierung, Angebote für Kinder und Jugendliche, Unterstützung sozial benachteiligter Jugendlicher/ hilfebedürftiger Familien, Naherholung, Grünalagen, Parks, Brand- und Katastrophenschutz, Schwimmbäder, Sportanalgen, Ver- und Entsorgunng (Wasser, Abwasser, Strom, Gas, Abfall), Wirtschaftsförderung, Ansiedlung von Investoren, Unternehmen, Öffentliche Verkehrsmittel, Angebote für Senioren, Gewährung von Ermäßigungen, Kultureinerichtungen, ausgewiesen für junge Erwachsene, Eltern mit Kind(ern) und ältere Erwachsene ab 55 Jahre.","CSV, JSON"
Einnahmen (Jahreszahlen),2023-09-26 12:19:35.408541,Daten zur Höhe der Haushaltseinnahmen in den einzelnen Einnahmearten.,"CSV, JSON"
Personal nach Aufgabenbereichen (Jahreszahlen),2023-09-26 12:19:33.920707,Daten zum Personal der Stadtverwaltung nach Aufgabenbereichen und Geschlecht.,"CSV, JSON"
Energieverbrauch (Jahreszahlen),2023-09-26 12:19:33.462680,"Daten zum Energieverbrauch nach Energieträgern (Strom, Fernwärme, Erdgas, Kohle, Heizöl, Flüssiggas).","CSV, JSON"
Leipziger Weihnachtsmarkt 2023 - Stände in 2D,2022-12-05 06:53:54.752303,Dieser Datensatz enthält Geo- und Sachdaten der Marktstände sowie der Hilfsflächen des Leipziger Weihnachtsmarktes 2023 in 2D. In den Sachdaten sind Händlerinformationen (wie z.B. das angebotene Sortiment) aufgeführt. ,SHP
Leipziger Weihnachtsmarkt 2023 - Stände in 3D,2022-12-05 07:55:53.844274,Dieser Datensatz enthält Geodaten der Marktstände sowie der Hilfsflächen und Gasträume des Leipziger Weihnachtsmarktes 2023 in 3D in den Formaten 3DS und DWG. ,3DS
Leipziger Spezialmärkte - Öffnungszeiten und Termine,2023-08-28 12:40:35.420356,"Der Datensatz enthält Informationen zu Terminen, Öffnungszeiten und Standorten der Spezialmärkte (Weihnachtsmarkt, Ostermarkt, etc.) der Stadt Leipzig.",CSV
Leipziger Wochenmärkte - Öffnungszeiten und Termine,2023-06-05 08:44:16.626337,Die Stadt Leipzig betreibt 14 Wochenmärkte im Stadtgebiet. Der Datensatz enthält die Öffnungszeiten aller Standorte. ,CSV
Herkunft ausländischer Gäste,2022-06-15 12:30:39.077967,Diese Datensammlung enthält eine Übersicht über die Herkunft ausländischer Gäste in Leipzig ab 2021.,CSV
Potentielle Superblocks in Leipzig,2023-06-15 11:56:11.998452,"Der Datensatz enthält potentielle Superblocks für die Stadt Leipzig. Für jedes Gebiet wurden mithilfe eines von Eggimann entwickelten Verfahrens anhand von urbanen Charakteristika,  Straßennetztopologie und dem Verkehrsfluss potentielle Straßenzüge identifiziert.  Dieser Datensatz ist im Rahmen des [Leipzig Open Data Hackathon 2023](https://2023.dataweek.de/lodh-2023/) entstanden und wurde von PD - Berater der öffentlichen Hand erstellt. 

Eggimann, Sven.  [The potential of implementing superblocks for multifunctional street use in cities](https://www.nature.com/articles/s41893-022-00855-2). Nature sustainability 5.5 (2022): 406-414.",GEOJSON
Weihnachtsmärkte im Stadtgebiet Leipzig und Umland,2022-12-11 21:42:08.774144,"Weihnachtsmärkte im Stadtgebiet Leipzig und im näheren Umland. Die Weihnachtsmärkte (bzw. die Stände) direkt in der Innenstadt sind nicht enthalten, da diese im Datensatz leipziger-weihnachtsmarkt-2022-stande-in-2d bzw. leipziger-weihnachtsmarkt-2022-stande-in-3d gepflegt werden. 

Der ""shortname"" ist für die Anzeige, z.B. in einem Popup, gedacht, während die Kombination ""veranstalter"" und ""name"" den Weihnachtsmarkt vollständig beschreibt. Die Angaben ""von"" und ""bis"" enthalten das erste und das letzte Datum, an dem der Weihnachtsmarkt stattfindet, ""oeffnungszeiten"" enthält die häufigste Öffnungszeit, in den Feldern ""Mo"" bis ""So"" werden die Öffnungszeiten ab auch pro Wochentag aufgeschüsselt (der Wert 0 bedeutet, dass dem jeweiligen Wochentag der Markt generell nicht offen hat). Tage im Bereich von ""von"" bis ""bis"", an denen der Markt nicht geöffnet ist, werden kommasepariert in ""closed-exc"" als Datum angegeben (z.B. 15.12.22). Abweichende Öffnungszeiten werden kommasepariert in ""hours-exc"" angegeben, z.B. 24.12.22=08:00-12:00. Optional können bei einem Datensatz E-Mail-Adresse (""email"") und Webseite (""w3"") des Marktes bzw. des Betreibers hinterlegt sein. Das Feld ""bemerkungen"" sit für Hinweise bezüglich Erreichbarkeit (z.B. zweite Tür links) oder Eintrittspreise gedacht. ""lat"" und ""lng"" entsprechen dem Breiten- bzw. Längengrad (wie über OSM Nominatim Adresssuche recherchiert). Die Adresse selbst ist durch ""strasse"" und ""plz_ort"" (und ergänzend ""bezirk"") bestimmt. ""RSS Beschreibung"" enthält weitere Beschreibungen des Weihnachtsmarktes, wie aus der Originalquelle https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/weihnachten/weihnachtsmaerkte/ übernommen. ""immer-kostenlos"" trägt den Wert 0, wenn Eintritt verlangt wird, sonst 1. Über ""ignore"" kann die Anzeige des Marktes gefiltert werden. Besondere Themenmärkte wie z.B. ""Viktorianischer Weihnachtsmarkt"" werden durch international"" = 1 markierte, Märkte mit besondere Aktivitätsangeboten (z.B. Basteln) werden mit ""action"" = 1 gekennzeichnet. ""image"" enthält optional den Link auf ein Foto des Marktes und ""urheberschaft"" die Lizenzangabe des Fotos. In ""train"" wird die ÖPNV-Anbindung über die nächste Haltestelle beschrieben, ""train_distance"" enthält die Distanz in Metern von eben dieser Haltestelle zum eigentlichen Weihnachtsmarkt. Wenn die Distanz kleiner 400 Meter ist, steht ""short_distance"" auf 1, d.h. der Markt gut zu Fuß erreichbar.","CSV, JSON"
LWB-Bestandsmieten nach Baualtersklassen,2022-07-07 08:24:51.708584,Dieser Datensatz enthält Angaben zu Bestandsmieten der LWB geordnet nach Baualtersklassen für den Zeitraum von 2012 bis 2021. Die Daten geben jeweils den Median der Grundmiete je Quadratmeter in Euro an.,CSV
LWB-Angebotsmieten nach Baualtersklassen,2022-07-07 08:06:25.973174,Dieser Datensatz enthält Angaben zu Angebotsmieten der LWB geordnet nach Baualtersklassen für den Zeitraum von 2012 bis 2021. Die Daten geben jeweils den Median der Grundmiete je Quadratmeter in Euro an. ,CSV
Bestand ukrainischer Einwohnerinnen und Einwohner in Leipzig am 31.12.2022 nach Ortsteilen,2023-02-09 11:11:21.280524,Bestand ukrainischer Einwohnerinnen und Einwohner in Leipzig am 31.12.2022 nach Ortsteilen,CSV
Prognostizierte und tatsächliche Altersstruktur,2023-02-28 19:21:33.676894,Entwicklung der tatsächlichen Altersstruktur 2018 und 2022; Vergleich prognostizierte und tatsächliche Altersstruktur 2022,CSV
Prognostizierte und tatsächliche Bevölkerungsentwicklung,2023-02-15 18:27:54.800357,Prognostizierte und tatsächliche Bevölkerungsentwicklung,CSV
Jahresdurchschnittstemperaturen,2023-01-05 10:50:07.268754,"Dieser Datensatz enthält die jährlichen Aufzeichnungen der Temperaturwerte für die Stadt Leipzig für die Jahre 1851-2022. Die Daten wurden an der Station Leipzig-Holzhausen (Stations-Nr. 2928) des [Deutschen Wetterdienstes (DWD)](https://www.dwd.de/DE/Home/home_node.html) gemessen. 

Es gelten die [Nutzungsbedingungen](https://opendata.dwd.de/climate_environment/CDC/Nutzungsbedingungen_German.pdf) des Clima Data Centers des DWD.",TXT
Geburten und zusammengefasste Geburtenziffer,2023-03-10 11:36:32.558099,Geburten und zusammengefasste Geburtenziffer seit 2002,CSV
Bevölkerungsvorausschätzung 2023,2023-06-16 10:40:30.977902,Schätzung der Einwohnerzahlen für die Stadt Leipzig bis zum Jahr 2040 ausgehend von der Bevölkerungsstatistik 2023.,CSV
Kindertageseinrichtungen in öffentlicher oder freier Trägerschaft nach Ortsteilen,2023-03-20 09:13:25.142068,"Anzahl an Leipziger Kindertageseinrichtungen für Kinderkrippen- und Kindergartenkinder in öffentlicher oder freier Trägerschaft nach Ortsteilen und Stadtbezirken, Anzahl an Kindergarten- und Kinderkrippenkindern in Leipziger Kindertageseinrichtungen in öffentlicher oder freier Trägerschaft nach Ortsteilen und Stadtbezirken differenziert nach Geschlecht, Kindergarten und Kinderkrippenkindern für das Jahr 2022 und Veränderung der Anzahl der Kindergarten- und Kinderkrippenkinder von 2021 zu 2022 in Prozent differenziert nach Ortsteilen und Stadtbezirken.",CSV
Personal in Kindertageseinrichtungen in öffentlicher oder freier Trägerschaft,2023-03-20 09:06:12.516791,"Anzahl des Personals in Kindertageseinrichtungen für Kinderkrippen- und Kindergartenkinder in Leipzig in den Jahren 2012, 2017, 2021 und 2022 Unterteilung des Personals in hauswirtschaftlich/technisches Personal und pädagogisches Personal Unterteilung des pädagogischen Personals und Verwaltungspersonals in Kindertageseinrichtungen für Kinderkrippen- und Kindergartenkinder nach Geschlecht, nach Altersgruppen, nach Wochenarbeitsstunden und nach Stellung.",CSV
Wanderungssaldo nach Herkunfts- und Zielgebieten,2023-02-15 19:22:49.707562,"Wanderungssaldo Leipzigs nach Herkunfts- und Zielgebieten 2018 bis 2022

Bei den hier dargestellten Daten zu Zuzügen und Wegzügen handelt es sich um revidierte Angaben, die von bisher veröffentlichten Angaben abweichen. Aufgrund einer signifikanten Zunahme von Korrekturbuchungen und Änderungen von Amts wegen im Leipziger Einwohnermelderegister in den zurückliegenden Jahren, insbesondere seit 2015, sind die betreffenden Zu- und Wegzüge in die hier dargestellten Daten neu eingerechnet worden. Bisher waren diese Vorgänge nicht mit ausgewertet worden. Die Meldebehörde nimmt Änderungen von Amts wegen unter anderem vor, wenn Personen in Erstaufnahmeeinrichtungen des Freistaates Sachsen in Leipzig aufgenommen wurden oder wenn bekannt wird, dass Personen ins Ausland verzogen sind. Die Daten wurden rückwirkend seit 2015 bereinigt. Die [bisher veröffentlichten, unrevidierten Angaben](https://statistik.leipzig.de/statcity/table.aspx?cat=3&rub=6) sind bis auf weiteres abrufbar.",CSV
Kinderkrippen- und Kindergartenplätze in Kindertageseinrichtungen,2023-03-20 08:28:38.465522,Anzahl der Kinderkrippen- und Kindergartenplätze in Leipziger Kindertageseinrichtungen in öffentlicher oder freier Trägerschaft zwischen 2012 und 2022 und Anzahl der Kinder im entsprechenden Alter,CSV
"Wanderungssaldo nach Zielgebiet, Herkunftsgebiet und Staatsbürgerschaft",2023-03-10 12:12:50.515421,"Wanderungssalden nach verschiedenen Gebietsabgrenzungen sowie getrennt nach Deutschen und Ausländern seit 2009.

Bei den hier dargestellten Daten zu Zuzügen und Wegzügen handelt es sich um revidierte Angaben, die von bisher veröffentlichten Angaben abweichen. Aufgrund einer signifikanten Zunahme von Korrekturbuchungen und Änderungen von Amts wegen im Leipziger Einwohnermelderegister in den zurückliegenden Jahren, insbesondere seit 2015, sind die betreffenden Zu- und Wegzüge in die hier dargestellten Daten neu eingerechnet worden. Bisher waren diese Vorgänge nicht mit ausgewertet worden. Die Meldebehörde nimmt Änderungen von Amts wegen unter anderem vor, wenn Personen in Erstaufnahmeeinrichtungen des Freistaates Sachsen in Leipzig aufgenommen wurden oder wenn bekannt wird, dass Personen ins Ausland verzogen sind. Die Daten wurden rückwirkend seit 2015 bereinigt. Die [bisher veröffentlichten, unrevidierten Angaben](https://statistik.leipzig.de/statcity/table.aspx?cat=3&rub=6) sind bis auf weiteres abrufbar",CSV
Sprachverständnis MigrantInnen,2022-06-16 10:48:07.437800,"Die Datensammlung gibt eine Übersicht über das Sprachverständnis Leipziger Migrantinnen und Migranten in Bezug auf die deutsche Sprache (Selbsteinschätzung) gruppiert nach Herkunftsländern und Geschlecht. Aufgeführt ist jeweils der Anteil der Befragten in Prozent, der angegeben hat, die deutsche Sprache ""sehr gut"" bzw. ""gut"" zu verstehen.  Die Daten wurden im Rahmen der Migrantenbefragung 2020 der Stadt Leipzig ermittelt.",CSV
Bevölkerungsvorausschätzung und tatsächliche Einwohnerentwicklung,2023-02-15 19:08:31.500879,"Bevölkerungsvorausschätzung 2019 (Hauptvariante) und tatsächliche Einwohnerentwicklung 
",CSV
Bestand ukrainischer Einwohnerinnen und Einwohner in Leipzig am 31.12.2022 nach Alter,2023-02-09 11:13:05.730569,Bestand ukrainischer Einwohnerinnen und Einwohner in Leipzig am 31.12.2022 nach Alter,CSV
Zu- und Wegzüge ukrainischer Personen nach/von Leipzig im Jahr 2022,2023-02-09 06:21:48.421678,Zu- und Wegzüge ukrainischer Personen nach/von Leipzig im Jahr 2022,CSV
Lebenserwartung,2022-12-13 08:16:57.156475,Angaben zur durchschnittlichen Lebenserwartung im gesamten Stadtgebiet sowie in einzelnen Clustergebieten. ,CSV
Nutzung öffentlicher Flächen in Kleingartenanlagen,2022-12-13 08:59:10.378067,"Nutzung von öffentlichen Flächen und Wegen in Kleingartenanlagen als  Abkürzung zu Fuß, zum Spazieren, von Spielplätzen oder gastronomischen Angeboten.",CSV
Gartennutzung - Kommunale Bürgerumfrage,2022-12-13 08:57:26.439548,Gartennutzung in Leipzig nach Gartentypen sowie Interesse an Gartennutzung,CSV
Umzugspotenzial Leipziger Haushalte - Kommunale Bürgerumfrage,2022-12-05 11:21:21.879988,"Antworten der Befragten aus der Kommunalen Bürgerumfrage 2021 auf die Frage ""Haben Sie vor oder sind Sie gezwungen, in den nächsten zwei Jahren aus Ihrer jetzigen Wohnung auszuziehen?"" Die Antworten sind nach soziodemografischen Merkmalen differenziert.",CSV
Wohnstandortpräferenzen nach dem Umzug - Kommunale Bürgerumfrage,2022-12-05 11:57:18.893856,"Antworten der Befragten aus der Kommunalen Bürgerumfrage 2021 auf die Frage ""Falls Sie umziehen wollen oder müssen: Wo wollen Sie nach dem Umzug wohnen?"" Die Antworten sind nach soziodemografischen Merkmalen differenziert.",CSV
Umzugsgründe umzugswilliger Haushalte - Kommunale Bürgerumfrage,2022-12-05 09:50:59.111285,"Antworten der Befragten aus der Kommunalen Bürgerumfrage 2021 auf die Frage ""Falls Sie in den nächsten 2 Jahren umziehen wollen oder müssen: Warum wollen oder müssen Sie umziehen?"" Die Befragten haben jeweils den Hauptgrund angekreuzt. Die Antworten sind nach soziodemografischen Merkmalen differenziert. ",CSV
Anteil von Kindern mit Migrationshintergrund in Kindertageseinrichtungen,2023-03-20 08:52:52.429605,Anteil von Kindern mit Migrationshintergrund unter Kinderkrippenkindern und Kindergartenkindern in Leipziger Kindertageseinrichtungen in öffentlicher und freier Trägerschaft sowie in der Leipziger Bevölkerung im Alter von 1 - unter 3 Jahren und im Alter von 3 - unter 7 Jahren zwischen 2012 und 2022,CSV
Kindergarten- und Kinderkrippenkinder in Kindertageseinrichtungen nach Migrationshintergrund,2023-03-20 08:50:07.095198,Anzahl der Kindergarten- und Kinderkrippenkinder in Leipziger Kindertageseinrichtungen in öffentlicher oder freier Trägerschaft nach Migrationshintergrund und in der Familie hauptsächlich gesprochenen Sprache zwischen 2012 und 2022,CSV
Betreuungsquote von Kindern unter 3 Jahren in Kindertageseinrichtungen,2023-03-20 08:32:52.530616,"Betreuungsquote von Kindern unter 3 Jahren in Kindertageseinrichtungen und Kindertagespflege in Sachsen, den alten Bundesländern und den neuen Bundesländern zwischen 2007 und 2022 in Prozent",CSV
Innerstädtische Umzüge ukrainischer Personen innerhalb der Stadt Leipzig 2022,2023-02-09 11:07:50.121759,Innerstädtische Umzüge ukrainischer Personen innerhalb der Stadt Leipzig 2022,CSV
Räumliche Bevölkerungsbewegung nach Haushaltstypen,2022-09-09 08:10:52.312728,Zuzüge nach und Wegzüge aus Leipzig nach Haushaltstypen seit 2012,CSV
Gewünschte Gartentypen - Kommunale Bürgerumfrage,2022-12-13 08:58:26.952164,"Gartentypen, die Interessierte gern nutzen würden. ",CSV
Ehrenamt nach Geschlecht,2022-06-16 09:42:10.819381,"Der Datensatz enthält Antworten zur Frage, ob und inwieweit sich Leipziger Bürgerinnen und Bürger ehrenamtlich engagieren. Diese Antworten wurden im Rahmen der Kommunalen Bürgerumfrage 2021 erhoben. Die Angaben sind aufgeschlüsselt nach Geschlecht. 
",CSV
Gästeankünfte,2022-06-02 07:06:26.933021,"Diese Datensammlung enthält eine Übersicht über die Gästeankünfte im Jahr 2021 in 10 deutschen Großstädten (Berlin, Hamburg, München, Frankfurt am Main, Köln, Düsseldorf, Dresden, Leipzig, Nürnberg, Stuttgart). Zudem werden die zahlenmäßigen Veränderungen der Gästeankünfte gegenüber dem Jahr 2010 erfasst. 


",CSV
Erwerbstätigkeit MigrantInnen,2022-06-17 08:38:48.478945,"Diese Übersicht gibt einen Überblick über den Anteil derjenigen Leipziger MigrantInnen, der erwerbstätig ist. Die Daten sind nach Geschlecht und Herkunftsländern gruppiert und wurden im Rahmen der Migrantenbefragung 2020 erhoben.",CSV
